,City,Lat,Lon,Street,Trulia Est,Zip Code,Beds,Baths,Sqft,Price_Per_Sqft,Year Built,Heating Type,Parking Spots
3056,0,36.97294,-121.89088000000001,312 Spyglass Way,1179589,95003,4,2.5,2292,290,1999,0,2
3057,0,36.972359999999995,-121.89085,313 Spyglass Way,975000,95003,3,2.0,1698,574,1999,0,2
3060,0,36.9729,-121.89128000000001,320 Spyglass Way,1181778,95003,4,2.5,2251,205,1999,0,2
3061,0,36.97251,-121.8913,321 Spyglass Way,1194641,95003,5,3.0,2514,181,1999,0,2
3062,0,36.97291,-121.89152,324 Spyglass Way,1176021,95003,4,2.5,2266,201,1999,0,2
3066,0,36.97302,-121.89211999999999,336 Spyglass Way,977300,95003,3,2.0,1698,536,1999,0,2
3067,0,36.9727,-121.89246000000001,339 Spyglass Way,1189286,95003,5,3.0,2514,199,1999,0,2
3068,0,36.97306,-121.89232,340 Spyglass Way,1176875,95003,4,2.5,2266,201,1999,0,2
3072,0,36.973,-121.89299,356 Spyglass Way,1212602,95003,5,3.0,2514,416,1999,0,2
3081,0,36.97005,-121.90472,124 Stephen Rd,785970,95003,3,2.0,1190,210,1981,0,1
3084,0,36.96998,-121.90382,139 Stephen Rd,803997,95003,2,2.0,1061,564,1983,0,1
3086,0,36.96444,-121.89006,514 Sumner Ave,1121842,95003,3,2.5,1851,313,1987,0,2
3090,0,36.98422,-121.91238,3094 Terrace Dr,1155896,95003,3,2.0,2095,131,1950,1,1
3102,0,36.96396,-121.89026000000001,531 Townsend Dr,1888708,95003,4,3.0,3099,245,1991,0,2
3106,0,36.96321,-121.88966,609 Townsend Dr,953324,95003,2,1.5,1292,267,1962,0,2
3108,0,36.963,-121.88944,613 Townsend Dr,937557,95003,3,2.0,1300,454,1962,0,2
3111,0,36.96252,-121.88996000000002,616 Townsend Dr,1149470,95003,3,2.0,1916,313,1974,0,2
3112,0,36.96278,-121.88922,619 Townsend Dr,1184125,95003,3,2.0,2030,249,1938,0,1
3113,0,36.962559999999996,-121.88903,623 Townsend Dr,1250870,95003,3,3.0,2216,127,1971,0,2
3115,0,36.96245,-121.88892,625 Townsend Dr,1062503,95003,2,2.5,1631,135,1960,0,1
3121,0,36.96188,-121.88842,635 Townsend Dr,966715,95003,3,1.5,1506,730,1970,0,2
3128,0,36.9713418,-121.9031884,214 Treasure Island Dr,980092,95003,3,2.0,1669,317,1986,0,2
3140,0,36.97184,-121.90352,309 Treasure Island Dr,1177358,95003,3,2.0,2200,120,1991,0,2
3141,0,36.97173,-121.90351000000001,311 Treasure Island Dr,947859,95003,3,1.5,1655,284,1991,0,2
3143,0,36.97181,-121.9028,322 Treasure Island Dr,1052990,95003,3,2.0,1685,165,1990,0,2
3155,0,36.97872,-121.89877,504 Trout Gulch Rd,876099,95003,3,2.0,1534,130,1986,0,1
3159,0,36.97907,-121.8937,800 Trout Gulch Rd,1120408,95003,4,2.5,2449,106,1963,0,2
3169,0,36.982690000000005,-121.88635,1271 Trout Gulch Rd,774894,95003,3,2.0,1462,198,1978,0,2
3172,0,36.987559999999995,-121.88503999999999,1711 Trout Gulch Rd,954543,95003,4,2.5,2157,299,1988,0,4
3179,0,36.99818,-121.88238999999999,2450 Trout Gulch Rd,1967697,95003,3,4.0,3347,129,2007,3,3
3181,0,37.00213,-121.8852,2746 Trout Gulch Rd,1346149,95003,3,3.5,2922,219,1978,0,5
3182,0,37.00439,-121.88511000000001,2756 Trout Gulch Rd,1319699,95003,3,2.0,2646,207,1984,0,2
3189,0,36.98142,-121.91113,123 Tulip Ln,873651,95003,3,2.0,1647,471,1999,0,2
3190,0,36.98127,-121.91116000000001,133 Tulip Ln,969053,95003,3,2.5,1957,194,1999,0,2
3192,0,36.98451,-121.91431999999999,3005 Twin Palms Dr,966002,95003,3,3.0,2049,305,1999,0,2
3203,0,36.97247,-121.90758999999998,108 Valencia Ave,957374,95003,2,2.0,1264,384,1966,0,1
3205,0,36.97272,-121.9077,112 Valencia Ave,1053912,95003,2,1.5,1775,338,1976,0,2
3206,0,36.972570000000005,-121.90808999999999,113 Valencia Ave,906912,95003,3,2.0,1566,146,1963,0,2
3207,0,36.97271,-121.90818,115 Valencia Ave,883497,95003,3,2.0,1247,353,1963,1,2
3212,0,36.97385,-121.90881999999999,208 Valencia Ave,882749,95003,3,2.0,1233,261,1969,0,2
3218,0,36.97425,-121.90978999999999,218 Valencia Ave,868821,95003,3,1.5,1338,295,1966,0,1
3229,0,36.95581,-121.88598,895 Via Gaviota,3119915,95003,5,5.0,3068,228,2002,0,2
3236,0,36.95384,-121.8818,1107 Via Malibu,1755788,95003,3,2.5,2860,385,1985,0,2
3239,0,36.948190000000004,-121.87301000000001,101 Via Medici,1165883,95003,4,3.5,2287,392,1978,0,2
3242,0,36.94807,-121.87241000000002,118 Via Medici,1389318,95003,3,3.0,2588,289,1979,0,2
3243,0,36.94853,-121.87251,125 Via Medici,1311323,95003,4,2.5,3182,249,1980,0,2
3244,0,36.94818,-121.87225,126 Via Medici,1271265,95003,3,2.5,2608,148,1983,0,2
3245,0,36.94866,-121.8724,133 Via Medici,1171584,95003,3,2.5,2008,154,1978,0,2
3246,0,36.94831,-121.87208999999999,134 Via Medici,1218535,95003,3,3.0,2530,429,1978,0,2
3248,0,36.94846,-121.87196000000002,142 Via Medici,1355381,95003,4,3.5,3326,139,1983,0,2
3249,0,36.94863,-121.87187,150 Via Medici,1173597,95003,4,2.5,1999,445,1996,0,2
3251,0,36.94913,-121.87222,159 Via Medici,1188679,95003,3,2.0,2096,160,1978,0,2
3252,0,36.94931,-121.87223999999999,165 Via Medici,996312,95003,3,2.0,1330,270,1978,0,2
3256,0,36.94576,-121.87053,110 Via Novella,1187477,95003,3,2.5,2093,210,1986,0,2
3257,0,36.946259999999995,-121.87071,117 Via Novella,1297346,95003,4,2.5,2776,196,1983,0,2
3259,0,36.94639,-121.87055,125 Via Novella,1468034,95003,4,3.5,3378,198,1986,0,2
3260,0,36.94593,-121.87018,126 Via Novella,1447251,95003,3,3.0,3160,436,1984,0,2
3266,0,36.94645,-121.86908999999999,174 Via Novella,1153931,95003,3,3.0,1566,554,1977,0,2
3267,0,36.946979999999996,-121.86932,181 Via Novella,1327962,95003,4,2.5,2816,170,1983,0,2
3269,0,36.947109999999995,-121.86916000000001,189 Via Novella,1212861,95003,3,2.5,2177,524,1993,0,2
3273,0,36.94727,-121.86876000000001,205 Via Novella,1011924,95003,3,2.0,1476,477,1977,0,2
3275,0,36.94737,-121.86835,221 Via Novella,1191650,95003,3,2.5,2145,340,1979,0,2
3279,0,36.94721,-121.86751000000001,246 Via Novella,1117680,95003,3,2.0,1935,195,1978,0,2
3285,0,36.9484,-121.86798,1815 Via Pacifica,1324469,95003,4,2.5,2807,326,1988,0,2
3290,0,36.948879999999996,-121.86711000000001,1825 Via Pacifica,1201291,95003,4,2.5,2455,286,1988,0,2
3297,0,36.959959999999995,-121.88622,721 Via Palo Alto,2305208,95003,3,2.5,2257,332,1979,0,2
3298,0,36.95963,-121.88658000000001,724 Via Palo Alto,2647642,95003,3,3.0,2769,587,1998,0,2
3302,0,36.95937,-121.88632,750 Via Palo Alto,3461137,95003,5,4.5,4169,144,1983,0,2
3306,0,36.9591,-121.88605,774 Via Palo Alto,2423900,95003,4,3.5,2949,237,1979,0,2
3307,0,36.95905,-121.88553,787 Via Palo Alto,1276613,95003,4,2.5,2215,148,1970,0,2
3309,0,36.95875,-121.88563,799 Via Palo Alto,1463855,95003,4,2.5,2243,237,1970,0,2
3310,0,36.9581193,-121.886032,804 Via Palo Alto,1134210,95003,3,2.0,1551,235,1975,3,1
3319,0,36.95726,-121.88555,864 Via Palo Alto,3734193,95003,3,4.5,5106,294,1977,0,2
3324,0,36.95655,-121.88485,910 Via Palo Alto,2715701,95003,3,2.5,2640,415,1989,0,2
3325,0,36.956579999999995,-121.88436000000002,911 Via Palo Alto,2713969,95003,4,3.5,2734,124,1998,0,2
3332,0,36.95485,-121.88425,1036 Via Palo Alto,3158361,95003,3,3.5,3657,369,1976,0,2
3333,0,36.95459,-121.88396000000002,1062 Via Palo Alto,2858194,95003,4,3.0,2565,326,1977,0,2
3336,0,36.95377,-121.88278000000001,1148 Via Palo Alto,2743848,95003,3,2.5,3823,497,1988,0,2
3337,0,36.94979,-121.87438,107 Via Soderini,1186221,95003,3,2.5,2616,388,1980,0,2
3339,0,36.9498,-121.87387,123 Via Soderini,1163592,95003,3,3.0,2117,156,1978,0,2
3342,0,36.94916,-121.87391000000001,140 Via Soderini,1175620,95003,4,2.5,2572,334,1977,0,3
3347,0,36.94892,-121.87262,187 Via Soderini,1326757,95003,3,3.0,2964,245,1986,0,2
3349,0,36.94863,-121.8729,205 Via Soderini,1172615,95003,4,2.5,2417,180,1984,0,2
3350,0,36.9484,-121.87324,211 Via Soderini,1182849,95003,2,2.5,2378,578,1978,0,2
3352,0,36.94852,-121.87306000000001,221 Via Soderini,1270519,95003,4,2.0,2712,258,1978,0,2
3353,0,36.95857,-121.88505,816 Via Tornasol,825357,95003,2,2.0,1094,366,1970,0,1
3354,0,36.95639,-121.88331000000001,917 Via Tornasol,919563,95003,3,2.5,1770,105,1973,0,2
3357,0,36.95632,-121.88383,930 Via Tornasol,2741174,95003,3,3.5,3208,662,1981,0,2
3375,0,36.95588,-121.88208,1017 Via Tornasol,785086,95003,2,2.0,1263,495,1974,0,1
3381,0,36.9552,-121.8828,1034 Via Tornasol,2739669,95003,3,3.5,3118,221,1974,0,2
3385,0,36.95508,-121.88266999999999,1046 Via Tornasol,3103359,95003,4,4.5,3487,383,1980,0,2
3401,0,36.95499,-121.88163999999999,1089 Via Tornasol,826293,95003,2,2.5,1849,176,1981,0,2
3412,0,36.95452,-121.8813,1109 Via Tornasol,803142,95003,2,2.0,1420,542,1985,0,2
3415,0,36.954809999999995,-121.8812,1113 Via Tornasol,804226,95003,2,2.0,1420,486,1986,0,2
3422,0,36.95363,-121.88115,1206 Via Tornasol,933886,95003,2,3.0,2274,329,1984,0,2
3424,0,36.95377,-121.88103000000001,1210 Via Tornasol,937887,95003,2,2.5,2274,172,1994,0,2
3425,0,36.95395,-121.88083999999999,1300 Via Tornasol,823888,95003,2,2.0,1859,412,1984,0,2
3427,0,36.953990000000005,-121.88078,1302 Via Tornasol,823740,95003,2,2.0,1859,592,1984,0,2
3428,0,36.95443,-121.88073,1303 Via Tornasol,836781,95003,3,2.5,1842,201,1986,0,2
3430,0,36.954370000000004,-121.88073,1305 Via Tornasol,836903,95003,3,2.5,1842,442,1986,0,2
3436,0,36.9538,-121.88026,1314 Via Tornasol,936816,95003,2,2.5,2274,528,1984,0,2
3440,0,36.95375,-121.87998999999999,1320 Via Tornasol,929500,95003,2,2.5,2589,463,1984,0,2
3441,0,36.94662,-121.87103,118 Via Trinita,1384256,95003,3,2.5,3001,198,1986,0,2
3446,0,36.94697,-121.87052,142 Via Trinita,1476840,95003,4,3.0,2635,569,2007,0,2
3451,0,36.98709,-121.91246000000001,7330 Viewpoint Rd,978385,95003,3,2.5,2162,178,1972,0,2
3452,0,36.979009999999995,-121.90345,300 Village Creek Rd,783087,95003,2,2.5,1606,134,1990,0,2
3453,0,36.9797,-121.90346000000001,316 Village Creek Rd,743336,95003,2,2.5,1606,146,1990,0,2
3455,0,36.98018,-121.90293,365 Village Creek Rd,665756,95003,2,2.5,1442,132,1990,0,1
3457,0,36.96829,-121.88082,540 Vista Del Mar Dr,1273267,95003,2,2.0,2508,199,1979,0,1
3458,0,36.967040000000004,-121.87118000000001,909 Vista Del Mar Dr,765423,95003,3,2.0,1428,182,1977,1,1
3460,0,36.983129999999996,-121.91009,3096 W Ledyard Way,1010197,95003,3,3.0,2215,192,1987,0,2
3461,0,36.98385,-121.90961000000001,3223 W Ledyard Way,868476,95003,3,2.0,1655,356,1975,0,2
3467,0,36.9847045,-121.9340382,2605 Willowbrook Ln #37,561352,95003,2,2.0,1210,277,1989,0,1
3469,0,36.9854615,-121.93385959999999,2615 Willowbrook Ln #83,564520,95003,2,2.0,1210,141,1989,0,1
3479,0,36.972640000000006,-121.90085,223 Wixon Ave,1094592,95003,3,2.0,2016,131,1976,0,2
3482,0,36.97217,-121.9012,230 Wixon Ave,1058252,95003,3,2.0,1692,254,1976,0,1
3484,0,36.96555,-121.87926999999999,502 Woodhaven Ct,1235871,95003,3,2.5,2594,153,1981,0,2
3486,0,36.96594,-121.87964,509 Woodhaven Ct,1082841,95003,3,2.5,1908,252,1982,0,2
3488,0,36.98061,-121.8998,515 Yoshiko Way,1159268,95003,4,3.0,2060,166,1995,0,2
3490,0,36.98042,-121.90001000000001,518 Yoshiko Way,928769,95003,3,3.0,2032,160,1994,0,2
3491,0,36.98028,-121.89991,524 Yoshiko Way,1109183,95003,3,2.5,2474,131,1992,0,2
3495,0,36.96399,-121.87038999999999,109 Zanzibar Dr,1815716,95003,4,3.5,3133,361,2004,0,2
3497,0,36.96505,-121.87048999999999,114 Zanzibar Dr #T,1735264,95003,5,3.5,3382,464,2004,0,3
3502,0,36.963809999999995,-121.87173,124 Zanzibar Dr #T,1837008,95003,4,3.5,3347,525,2005,0,2
3503,0,36.963640000000005,-121.87123999999999,125 Zanzibar Dr,1663690,95003,3,3.0,3028,106,2002,0,2
3507,0,36.96322,-121.87133999999999,133 Zanzibar Dr,1653475,95003,4,3.0,3381,341,2002,0,3
3516,0,36.96143,-121.87213,172 Zanzibar Dr,2407679,95003,4,4.5,4258,393,2003,0,2
3519,0,36.961,-121.87178999999999,188 Zanzibar Dr,1880601,95003,3,3.5,3113,257,2005,3,2
3,2,36.9649535,-122.0221441,409 2nd St,1814401,95060,6,4.0,4136,122,1925,0,3
11,2,36.9648946,-122.0240981,526 2nd St #301,807861,95060,2,2.0,1695,201,1982,0,3
13,2,36.9643746,-122.025075,602 2nd St,1295697,95060,4,2.0,1432,120,1928,1,1
16,2,36.966842,-122.01645,203 3rd St,1143856,95060,4,2.0,1728,174,1963,0,2
18,2,36.9673486,-122.0176899,321 3rd St,661823,95060,2,2.0,1238,136,1981,0,1
27,2,36.9671348,-122.0232987,910 3rd St,1405041,95060,3,3.0,2316,259,1960,0,2
29,2,36.966873,-122.0231655,912 3rd St,870888,95060,3,2.0,2129,194,1987,0,1
39,2,36.9661601,-122.023654,1005 3rd St,1797490,95060,4,3.0,3834,339,1892,1,1
56,2,36.978641,-122.028094,110 Adobe St,692472,95060,2,2.0,1338,153,1980,0,1
57,2,36.978492,-122.027749,112 Adobe St,692348,95060,2,2.0,1338,288,1980,0,1
61,2,36.9630182,-122.054558,101 Alamo Ave,1326607,95060,3,2.5,2496,329,1978,0,3
62,2,36.9631895,-122.054114,102 Alamo Ave,1326733,95060,3,3.0,2114,101,1992,0,2
64,2,36.9635952,-122.0546468,116 Alamo Ave,950318,95060,3,2.0,1218,385,1976,0,2
67,2,36.9638169,-122.0549132,124 Alamo Ave,1335874,95060,4,3.0,2544,263,1976,0,2
69,2,36.9635457,-122.0553127,131 Alamo Ave,946372,95060,3,2.0,1254,343,1973,0,2
79,2,36.9646265,-122.0553571,220 Alamo Ave,1303171,95060,4,2.0,1692,218,1977,0,2
86,2,36.9664681,-122.0557567,310 Alamo Ave,941157,95060,3,2.0,1098,485,1975,0,2
87,2,36.9663284,-122.0561896,315 Alamo Ave,929563,95060,3,2.0,1024,201,1971,1,1
88,2,36.9663772,-122.0562783,317 Alamo Ave,878295,95060,3,1.5,1104,216,1972,0,1
97,2,36.9674459,-122.0566446,348 Alamo Ave,989553,95060,3,2.0,1638,247,1971,0,2
105,2,36.9543436,-122.0422664,314 Almar Ave,1558312,95060,3,2.0,2008,167,1976,0,2
106,2,36.9544129,-122.0428508,319 Almar Ave,1496606,95060,5,2.0,2050,125,1910,0,1
107,2,36.954773,-122.0428586,403 Almar Ave,1092815,95060,3,2.0,1183,456,1970,0,2
110,2,36.9550712,-122.0429105,411 Almar Ave,1087139,95060,3,2.0,1131,601,1970,0,2
111,2,36.9552088,-122.0429549,415 Almar Ave,1117759,95060,3,2.0,1301,188,1971,0,2
113,2,36.9568623,-122.0426592,614 Almar Ave,2000717,95060,3,4.0,3088,196,2007,3,1
115,2,36.9546511,-122.0407813,325 Alta Ave,1481955,95060,3,3.0,1785,527,1977,0,2
119,2,36.962191,-122.051099,222 Arroyo Seco,825451,95060,2,1.5,1169,163,1977,0,2
121,2,36.964321,-122.0513637,333 Arroyo Seco,1330158,95060,3,2.0,2215,212,1983,3,2
122,2,36.9638017,-122.0507621,344 Arroyo Seco,2108324,95060,6,4.5,3247,550,1951,0,2
133,2,36.9660032,-122.0521606,552 Arroyo Seco,1113164,95060,3,2.0,1660,183,1967,0,2
135,2,36.9652974,-122.0522494,561 Arroyo Seco,1051119,95060,3,2.0,1596,329,1965,0,2
136,2,36.9653391,-122.0527378,568 Arroyo Seco,1087936,95060,4,2.0,1566,369,1963,0,2
137,2,36.9651371,-122.0527822,572 Arroyo Seco,1138156,95060,3,2.5,1542,261,1964,0,2
140,2,36.9649568,-122.0508731,629 Arroyo Seco,1151131,95060,3,2.0,2139,356,1965,0,2
142,2,37.0777433,-122.1398093,98 Atherly Ln,928301,95060,3,1.5,1922,388,1969,3,2
144,2,37.0766661,-122.1396984,150 Atherly Ln,1250745,95060,5,3.5,3617,170,1976,3,4
151,2,36.9505191,-122.0525628,106 Auburn Ave,2796756,95060,3,3.5,2776,648,2002,0,2
152,2,36.9508455,-122.053177,111 Auburn Ave,1867762,95060,3,2.0,2683,328,1974,0,2
156,2,36.9522791,-122.0529701,208 Auburn Ave,1147576,95060,3,2.0,1382,492,1975,0,2
158,2,36.9532801,-122.0533149,231 Auburn Ave,1348316,95060,4,2.0,1740,139,1973,1,2
170,2,36.9857901,-122.0172811,314 Avalon St,883697,95060,3,2.0,1555,310,1948,1,1
172,2,36.985768,-122.0171035,318 Avalon St,886149,95060,3,2.0,1559,276,1948,1,1
177,2,36.9861684,-122.0157711,423 Avalon St,1055895,95060,3,2.0,1963,180,1946,0,1
184,2,36.9635973,-122.0444796,127 Averitt St,911512,95060,3,2.0,1212,243,1957,0,2
188,2,36.9637947,-122.0447016,135 Averitt St,1206754,95060,3,2.0,2032,144,1995,0,2
190,2,36.9639055,-122.0448348,139 Averitt St,887568,95060,2,2.0,1289,438,1958,0,2
195,1,37.0415406,-122.1119026,255 Azalea Ln,1008537,95060,4,2.0,2239,326,1978,3,2
198,2,37.001273,-122.127891,1845 Back Ranch Rd,1742151,95060,3,2.5,3576,447,1974,3,3
214,2,36.965373,-122.0443464,155 Baldwin St,1297099,95060,2,2.5,1997,395,1968,0,2
215,2,36.9657683,-122.0440356,158 Baldwin St,1055397,95060,3,2.0,1487,158,1954,3,1
216,2,36.965546,-122.044524,161 Baldwin St,972246,95060,3,2.0,1373,458,1938,1,2
219,2,36.9667819,-122.0455944,224 Baldwin St,1302760,95060,2,1.5,1697,168,1939,0,1
255,2,37.0114759,-122.0224327,16 Beulah Dr,1607008,95060,4,3.0,3209,218,1941,0,2
257,2,37.0114928,-122.0221885,20 Beulah Dr,789231,95060,3,2.0,1172,340,1942,0,1
258,2,37.0111313,-122.0220108,38 Beulah Dr,874016,95060,3,2.0,1496,104,1951,1,1
261,2,36.9985175,-122.0243867,1 Bird Hill Ln,1401162,95060,2,2.5,2500,333,1940,0,2
263,2,36.9692416,-122.0171035,116 Bixby St,912253,95060,3,2.0,1572,116,1947,0,2
272,2,36.9703145,-122.0176142,146 Bixby St,894810,95060,2,2.0,1330,269,1900,3,1
273,2,36.9701944,-122.0180139,147 Bixby St,941378,95060,3,2.5,1630,139,1978,0,2
276,2,36.966505,-122.030401,104 Blackburn St,1363000,95060,4,3.0,2577,149,1979,0,2
282,2,36.9671791,-122.0315443,211 Blackburn St,826322,95060,3,2.5,1666,348,2007,0,1
283,2,36.9679572,-122.031736,235 Blackburn St,836629,95060,2,2.0,1224,167,1993,1,1
285,2,36.9812313,-122.0227214,118 Blaine St,949712,95060,4,2.0,1800,347,1973,0,2
286,2,36.9812156,-122.022899,122 Blaine St,949507,95060,4,2.0,1800,173,1973,0,2
287,2,36.98121,-122.023566,134 Blaine St #A,530208,95060,2,1.5,896,523,1981,0,1
290,2,37.04248,-122.157367,181 Blessing Ln,2178822,95060,5,5.5,5900,104,2007,3,4
291,2,37.041953,-122.158981,255 Blessing Ln,1291009,95060,4,3.5,2702,174,1991,0,1
294,2,37.038015,-122.146281,411 Bonnie Brae,1324845,95060,3,2.0,2989,217,1979,3,2
298,2,37.048684,-122.157273,4664 Bonny Doon Rd,1160575,95060,3,2.0,2292,158,1956,3,4
300,2,37.0467363,-122.1595482,4825 Bonny Doon Rd,1247069,95060,3,2.5,2381,189,1958,0,2
301,2,37.0480484,-122.1618102,4915 Bonny Doon Rd,1276425,95060,3,2.5,2630,532,1992,0,2
303,2,37.0527194,-122.1604353,5294 Bonny Doon Rd,1271807,95060,3,3.0,2929,200,1978,0,3
308,2,37.065383,-122.153029,6688 Bonny Doon Rd,1229079,95060,3,2.5,2812,249,1987,0,2
312,2,37.06405,-122.149929,6800 Bonny Doon Rd,1066134,95060,4,3.0,2238,134,1977,0,3
313,2,37.06639699999999,-122.146893,6969 Bonny Doon Rd,1020258,95060,2,2.0,2254,353,1978,0,4
318,2,36.9762676,-122.0441244,102 Bradley Dr,1702962,95060,3,2.5,2899,197,1979,0,2
320,2,36.9763895,-122.0443464,110 Bradley Dr,1323985,95060,3,2.0,1841,432,1957,0,2
321,2,36.9767487,-122.0446572,118 Bradley Dr,1383366,95060,4,2.5,2516,308,1956,0,2
322,2,36.976935,-122.0447904,122 Bradley Dr,2241333,95060,4,3.5,3664,389,1956,0,2
325,2,37.113158,-122.150288,20 Braemoor Dr,864987,95060,3,2.0,2220,121,1989,0,3
328,2,37.1145494,-122.1491026,33 Braemoor Dr,680656,95060,3,2.0,1364,176,1988,0,2
331,2,37.114097,-122.1473723,65 Braemoor Dr,1108637,95060,3,2.5,2513,119,1978,0,2
333,2,37.114277,-122.145155,90 Braemoor Dr,786948,95060,2,2.0,1663,191,1974,0,2
335,2,37.1143664,-122.1462858,104 Braemoor Dr,864988,95060,2,2.5,2045,232,1981,0,2
338,2,37.1149744,-122.1472617,130 Braemoor Dr,1253028,95060,4,3.5,3556,176,1991,0,3
342,2,37.114789,-122.14848,155 Braemoor Dr,901402,95060,3,2.0,2388,178,1971,1,2
348,2,37.116695,-122.149455,200 Braemoor Dr,711185,95060,3,2.0,1344,175,1994,0,1
355,2,37.1167987,-122.1527586,310 Braemoor Dr,981567,95060,3,2.0,2668,139,1988,0,1
362,2,37.113663,-122.151582,370 Braemoor Dr,868105,95060,4,3.0,2038,167,1979,0,2
363,2,36.9916267,-122.0121071,161 Branciforte Dr,1063037,95060,3,2.0,1828,184,1977,3,2
366,2,36.9951142,-122.0118628,360 Branciforte Dr,1072407,95060,3,3.0,1984,154,1963,3,1
375,2,37.0085735,-122.0359101,141 Bridlewood Ct,2184533,95060,5,5.5,5402,444,2003,0,2
377,2,37.00799800000001,-122.0357547,195 Bridlewood Ct,2278367,95060,4,3.5,5580,333,2005,0,2
378,2,37.0077497,-122.035577,229 Bridlewood Ct,2004762,95060,3,2.5,3488,340,2004,0,3
381,2,37.0069907,-122.0358435,266 Bridlewood Ct,2016804,95060,4,3.5,3427,437,2006,0,3
382,2,37.0072264,-122.0353106,295 Bridlewood Ct,2019903,95060,4,3.5,3368,346,2004,0,2
384,2,37.0070438,-122.0349776,315 Bridlewood Ct,2105742,95060,3,3.5,5327,333,2005,0,3
386,2,37.006149,-122.034863,350 Bridlewood Ct,2160723,95060,5,5.5,5580,346,2005,0,2
387,2,37.0064608,-122.0345335,355 Bridlewood Ct,1943781,95060,4,3.5,3378,336,2005,0,3
388,2,37.0345521,-122.1566209,475 Brisa Del Mar,2377528,95060,3,3.0,4016,317,1984,3,3
389,2,37.0337419,-122.160033,675 Brisa Del Mar,1339628,95060,3,2.5,2676,280,2007,0,3
390,2,37.0353608,-122.1609231,775 Brisa Del Mar,1351444,95060,2,2.5,2950,117,2008,0,2
392,2,37.0350424,-122.1670214,1125 Brisa Del Mar,1286395,95060,4,3.5,2975,166,2000,3,2
394,2,36.9716581,-122.0223147,129 Broadway,793619,95060,2,2.0,1096,251,1975,0,3
403,2,36.9723108,-122.0200124,310 Broadway,1793907,95060,6,6.0,2970,160,1975,1,2
414,2,37.0180008,-122.0316472,120 Brook Knoll Dr,1476479,95060,4,3.0,2822,263,1990,0,2
415,2,37.0167061,-122.0288052,188 Brook Knoll Dr,1453036,95060,4,3.0,2660,195,1981,0,3
428,2,36.9713873,-122.0203233,127 Campbell St,797780,95060,3,2.0,1016,285,1908,1,1
437,2,37.0016715,-122.0196377,103 Carbonera Ct,1067575,95060,3,2.5,2178,291,1987,0,2
438,2,37.0020982,-122.0195017,107 Carbonera Ct,1024462,95060,3,2.0,1902,234,1986,0,2
444,2,37.0012138,-122.0197459,110 Carbonera Dr,1446533,95060,3,2.0,3179,275,1979,0,3
454,2,36.999307,-122.012652,407 Carbonera Dr,1253857,95060,3,2.5,3011,166,1979,0,2
455,2,36.9992801,-122.0123736,413 Carbonera Dr,1354392,95060,4,2.5,3006,175,1989,0,3
459,2,36.9987054,-122.0107081,514 Carbonera Dr,1369516,95060,4,4.0,2790,305,1970,0,2
460,2,36.97523,-122.050233,101 Cardiff Ct,945130,95060,3,2.5,1732,173,1976,0,2
464,2,36.975169,-122.050791,107 Cardiff Ct,1053684,95060,3,3.0,1980,137,1977,0,2
471,2,36.97509350000001,-122.051539,117 Cardiff Ct,1053074,95060,3,3.0,1980,180,1977,0,2
475,2,36.9746767,-122.0501576,103 Cardiff Pl,1312234,95060,3,3.0,1980,391,1977,0,2
479,2,36.9757292,-122.0504291,207 Cardiff Pl,1037328,95060,3,2.0,1692,324,1979,0,2
480,2,36.9758924,-122.0505482,213 Cardiff Pl,993338,95060,3,2.0,1565,200,1977,0,2
482,2,36.9761346,-122.0505702,219 Cardiff Pl,1053067,95060,3,2.0,1723,354,1977,0,2
490,2,36.976916,-122.0508731,247 Cardiff Pl,980230,95060,3,2.0,1433,157,1977,0,2
491,2,36.9770401,-122.0509619,251 Cardiff Pl,995558,95060,3,2.0,1433,482,1977,0,2
494,1,37.054377,-122.158929,40 Carter Rd,850371,95060,3,2.0,1804,288,1979,3,2
495,1,37.05417449999999,-122.1572418,111 Carter Rd,1232988,95060,5,3.0,2835,138,1974,0,2
536,2,36.971365,-122.051208,222 Castillion Ter,688640,95060,3,2.0,1199,121,1976,0,1
542,2,37.007904,-122.071103,320 Cave Gulch,1562097,95060,4,3.0,3235,371,1996,0,3
551,2,36.9540908,-122.0472324,302 Chace St,1217130,95060,3,2.0,1693,441,1964,3,2
555,2,36.987247,-122.02526,153 Claremont Ter,661643,95060,2,2.5,1478,125,1995,0,2
576,2,37.0026924,-122.0264961,3 Clubhouse Rd,1317505,95060,3,3.0,2288,533,1956,3,2
577,2,37.003116,-122.0267181,5 Clubhouse Rd,1619120,95060,3,4.0,2616,726,1930,0,2
578,2,37.00371000000001,-122.026757,9 Clubhouse Rd,1102633,95060,2,2.0,2080,240,1965,0,1
579,2,37.0042353,-122.0266959,11 Clubhouse Rd,2114624,95060,3,3.5,3767,143,1990,0,3
580,2,37.0055719,-122.0243201,26 Clubhouse Rd,1092032,95060,3,2.0,2012,396,1950,0,2
585,2,36.9520919,-122.0514946,119 Coalinga Way,1305103,95060,3,2.0,1610,138,1956,0,2
598,2,36.9677409,-122.0445278,117 Colorado St,1074168,95060,2,2.0,1470,489,1928,3,1
604,2,36.9549874,-122.0336732,332 Columbia St,1362825,95060,3,2.0,1637,283,1978,0,2
605,2,36.9552153,-122.0336802,408 Columbia St,1377023,95060,3,1.5,1832,267,1966,0,2
